"","QWE","MI","PI","LOCTot","SocDesTot","MachTot","Sex","BehIntTot","ManCheck_1","ManCheck_2","ManCheck_3","Team"
"620","low","unethical","ethical",23,28,25,"Female",7,"Poor","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",7
"621","high","unethical","unethical",25,30,23,"Female",12,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",7
"622","low","unethical","ethical",26,27,31,"Female",17,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",7
"623","high","ethical","ethical",22,33,22,"Female",12,"Good","It was difficult to determine what other people were reporting on their expense reports","The boss was quite accurate in reporting his trip expenses",7
"624","low","unethical","unethical",35,26,23,"Female",16,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",7
"625","low","ethical","unethical",34,28,25,"Female",6,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",7
"626","low","ethical","ethical",27,29,29,"Female",8,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",7
"627","high","ethical","unethical",24,30,27,"Female",6,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",7
"628","low","unethical","unethical",34,35,20,"Female",4,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",7
"629","low","ethical","ethical",34,25,30,"Female",9,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",7
"630","low","ethical","unethical",35,32,33,"Female",4,"Poor","It was difficult to determine what other people were reporting on their expense reports","The boss was quite accurate in reporting his trip expenses",7
"631","high","ethical","unethical",31,33,33,"Male",8,"Good","It was difficult to determine what other people were reporting on their expense reports","The boss was quite accurate in reporting his trip expenses",7
"632","high","unethical","unethical",32,29,20,"Female",5,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",7
"633","low","unethical","ethical",38,28,23,"Female",4,"Poor","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",7
"634","high","unethical","ethical",21,31,22,"Male",10,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",7
"635","high","ethical","ethical",30,23,23,"Female",14,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",7
"636","low","unethical","ethical",24,45,17,"Female",4,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",7
"637","high","unethical","ethical",28,27,33,"Female",15,"Poor","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",7
"638","low","ethical","unethical",18,30,28,"Female",4,"Poor","It was difficult to determine what other people were reporting on their expense reports","The boss was quite accurate in reporting his trip expenses",7
"639","high","unethical","unethical",24,32,28,"Female",9,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",7
"640","low","unethical","unethical",30,34,18,"Female",7,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",7
"641","high","ethical","unethical",25,26,18,"Female",4,"Good","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",7
"642","high","ethical","ethical",33,25,28,"Female",8,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",7
"643","low","ethical","ethical",31,39,21,"Female",4,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",7
"644","high","ethical","unethical",29,41,22,"Female",4,"Good","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",7
